Original_Index,Restaurant_Name,Review_Text,FOOD,SERVICE,ATMOS,PRICE
3322,Rainy's Veggie Burgers,"First meal my kids have eaten all of it and wanted more!
Delicious veggie burgers, so tasty and perfect spice! We will be back for sure! 🥰",POS,N/A,N/A,N/A
3323,Rainy's Veggie Burgers,"All vegetarian options. Food is prepared with much care and everything is delicious. The owner is super sweet with everything. If you are lucky, you can also get fresh papaya for sale and if you are super lucky you can get papaya for testing as well 😄",POS,POS,N/A,N/A
3324,Rainy's Veggie Burgers,"ร้านคาเฟ่เล็กๆอบอุ่นน่ารักๆในพื้นที่หน้าบ้านเปิด10:00-19:00เจ้าของร้านน่ารักเป็นกันเองเฟรนลี่สุดไปเมื่อไหร่ชวนคุยด้วยตลอดคุยเก่งถามไถ่ดี ราคาน่ารักไม่แพงเมนูก็มีหลากหลายอาหารสปาเกตตี้เบอร์เกอร์ขนมปังกระเทียม ต้มยำ เมนูเครื่องดืีมเยอะมากๆกาแฟดำ กาแฟอเมริกาโน่  อเมริกาโน่ใส่น้ำส้ม ชาเย็นชาเขียว น้ำสมุนไพร มะตูม กระเจี๊ยบใบบัวบก น้ำส้ม
กาแฟสกัดเย็น",N/A,POS,POS,POS
3325,Rainy's Veggie Burgers,ร้านนี้รสซอสอร่อยเว่อออออเ โดยเฉพาะซอสกระเพราแซ่บมาก ไม่คิดว่าจะมีที่ไหนขายเบอร์แล้วทำ ซอสไทยๆแบบนี้มาขาย นี่เจ้าแรกที่เจอเลยค่ะ😭😭😭 ใว้ครั้งหน้าเจออีกแน่ค่ะ!!! …,POS,N/A,N/A,N/A
3326,Rainy's Veggie Burgers,Delicious vegan burgers in a lovely setting with the friendliest owner and chef! What a special little place - we will definitely be back!,POS,POS,POS,N/A
3327,Rainy's Veggie Burgers,What a wonderful establishment and amazing lady behind the counter who served me. I had the awesome vegetarian tomyum (spicy) burger with fries and it was yummy. Prices were a bargain. You have to honestly come here even if you're not a veggie!!,POS,POS,POS,POS
3328,Rainy's Veggie Burgers,"Rainy's Burger is the best vegetarian burger I've ever tried. It's crunchy and nutritious, and the sauces are nice, I love the Tom Yum and Kaprao ones. Not only burgers, but I also personally love her garlic bread, thai tea, and lime juice, etc. (lime juice is very recommended). Rainy's also very friendly. I can tell how much she loves her job while we enjoy our food. Keep up the good work!",POS,POS,N/A,N/A
3329,Rainy's Veggie Burgers,Homely little spot where you're welcomed with incredible warmth. Delicious homemade burgers and refreshing freshly made sodas/teas.,POS,POS,POS,N/A
3330,Rainy's Veggie Burgers,Really nice burgers. Made with fresh vegetables and a homemade patty. A nice twist using Thai sauces. Extremely well priced. Felt really well looked after. Oh and the lime shake is next level.,POS,POS,N/A,POS
3331,Rainy's Veggie Burgers,great burgers made with so much love! i highly recommend both the tomyum sauce and the kaprao sauce (not too spicy!),POS,N/A,N/A,N/A
3332,Rainy's Veggie Burgers,Thai fusion burgers อร่อยทุกรส แม่ค้าน่ารักมากกกก ใจดีมากกกกกกๆค่ะ ❤️,POS,POS,N/A,N/A
3333,Rainy's Veggie Burgers,"Rainy's Veggie Burgers is truly one of those hidden gems you find when you wander the quieter streets. The food and drinks are truly delicious and very reasonably priced. As you enjoy your meal you have a lovely mountain view too.
The owner, Rainy, is such a lovely, friendly lady and you can see she gets great joy from providing wonderful and healthy food.
I will return, often. 🙏😃💃",POS,POS,POS,POS
3334,Rainy's Veggie Burgers,"Delicious veggie burgers and prices are very low! Had one to start then ordered a second one because it was too good☺️ Rainy was very nice as well, would 100% recommend",POS,POS,N/A,POS
3335,Rainy's Veggie Burgers,"อร่อยมากค่ะ พี่เจ้าของร้านน่ารัก ราคาดี บรรยากาศสบายๆ เหมาะกับการพักผ่อนกับอาหารอร่อย
The foods are very tasty! The owner is so kind and tender. Atmosphere and ambiance are relax. 🫶🏼🫰🏼🩷",POS,POS,POS,POS
3336,Rainy's Veggie Burgers,"A must-stop for all vegetarians. Come for the burgers, stay for the atmosphere. Rainy is a wonderful person. 10/10!",POS,POS,POS,N/A
3337,Rainy's Veggie Burgers,"Really tasty vegan burgers, and the addition of sauces like Khao Soi is super delicious. They also have appetizers and tasty drinks. The place is pleasant and peaceful, with a view of Doi Suthep mountain. Rain, the owner, is a very kind and welcoming woman",POS,POS,POS,N/A
3338,Rainy's Veggie Burgers,"Burger สายวีแกน ราคาน่าตกใจ
ซอสอร่อยมาก เข้มข้น รส ต้มยำ, ข้าวซอย
ผักสด กรอบ
น้ำมะนาวรสจัดจ้าน
เจ้าของร้านน่ารัก เป็นกันเอง",POS,POS,N/A,POS
3339,Rainy's Veggie Burgers,"If i could give more stars I would! The burgers are amazing and there is a variety of sauces to choose! Atmosphere is great, it's a quiet place hidden in the alleys so gives you a cozy feeling. The owner is super sweet and friendly!",POS,POS,POS,N/A
3340,Rainy's Veggie Burgers,"Delicious vegetarian burger and even better company 🙏 the owner is very friendly and even talked to me about meditation. Also, the Mountain View was priceless. Recommend !",POS,POS,POS,N/A
3341,Rainy's Veggie Burgers,"Hidden gem burger place! We had the Tom Yum burger and Tomato Sauce burger. The burger patties are perfectly fried ""7 grains"" (made from beans, rice, peanut, and some others) patty with great texture and hearty bean flavor. The sauces she puts on the burgers are homemade and pack a delicious kick. Definitely got to try the Tom Yum burger if you like spicy foods. The owner is a very sweet lady. We will go back to try the rest of the burgers!",POS,POS,POS,N/A
3342,Rainy's Veggie Burgers,I didn’t get a photo because we ate the delicious burgers too quickly! This spot is a hidden gem. Rainy is incredibly kind and an exceptional chef! A must visit in Chiang Mai.,POS,POS,POS,N/A
3343,Rainy's Veggie Burgers,Great local place to have veggie burgers with local spices like green curry and khaosoi. Good view over Doi Suthep to enjoy at sundown,POS,N/A,POS,N/A
3344,Rainy's Veggie Burgers,"What a place guys!! One of the best in Chiang Mai!!

It is an amazing family restaurant, run by one of the sweetest lady we have ever met!
The burgers are just amazing and that too in Thai flavour like Tom Yum, Khao Soi, Tomato, Pad thai and believe me guys those were like the best burgers I ever had! Super tasty patty, super fresh tomato/onion/lettuce and super soft bun!
All this at super affordable price of 55-65 THB!

They also have great Thai milk tea, honey lime and other drinks!

Please visit this place if you hungry for tasty burgers and support the sweet lady :)",POS,POS,POS,POS
3345,Rainy's Veggie Burgers,Great service and atmosphere at Rainy’s Café. Delicious vegetarian food that can be made vegan. Take away or dine in options at a local price. Lactasoy available as a milk alternative. พี่ฝน is hospitable and makes a quick and healthy meal for you. Please sit and enjoy the open air restaurant. คนไทยต้องลอง เบอร์เกอร์ซอสกระเพราอร่อยมากๆค่ะ,POS,POS,POS,POS
3346,Rainy's Veggie Burgers,This little vegetarian burger joint is a must visit in Nimman!! The burger itself was well prepared with all the fixings and was a culinary fusion with a Thai flare. The owner was absolutely fantastic and stayed open late for us. She brought us various homemade sauces to sample on our fries and onion rings. The chili garlic sauce (not its name) is a must try!,POS,POS,POS,N/A
3347,Rainy's Veggie Burgers,"Handcrafted veggie burgers with a bean base, quite good. Excellent sauce options, krapow is the best.",POS,N/A,N/A,N/A
3348,Rainy's Veggie Burgers,"The staff is incredibly welcoming, and the burger with Green Curry sauce is absolutely delicious! Easily the best burger and Butterfly Pea tea I've had in Thailand—highly recommend!",POS,POS,N/A,N/A
3349,Rainy's Veggie Burgers,Absolutely delicious veggie burgers served by a very sweet Lady! A must visit in Chiang Mai!,POS,POS,N/A,N/A
3350,Rainy's Veggie Burgers,"We are not vegetarian but wow great sauces and burgers , great value 65B .",POS,N/A,N/A,POS
3351,Rainy's Veggie Burgers,"Friendly hostess, we had two excellent veggie hamburgers and french fries. Highly recommended!",POS,POS,N/A,N/A
3352,Rainy's Veggie Burgers,What a great little place! Rainey (Phon) is soooo lovely - what a kind and friendly person! You feel immediately like you have made a friend :) Also the burgers are fantastic - we had the Khao soi and phad kapow sauces and they were both …,POS,POS,POS,N/A
3353,Rainy's Veggie Burgers,"Amazing vegan burger ! We ordered burger with green curry and Tom yum sauce.

The owner is very kind. She noticed that we felt hot during the meal, she gave us iced tea for free. The banana chips are also delicious too!",POS,POS,N/A,N/A
3354,Rainy's Veggie Burgers,Very good and tasty vegetarian burger and iced drinks for little money. Tasty and very friendly! :),POS,POS,N/A,POS
3355,Rainy's Veggie Burgers,"Great vegan burgers with special thai sauces. Located in a quiet area very close to the busy Nimman street, and the owner is an amazing person. Highly recommended!",POS,POS,POS,N/A
3356,Rainy's Veggie Burgers,"These burgers are amazing! Can’t believe they took me so long to find.

The nice lady has had the restaurant six months. I had the Tomyum and gren curry …",POS,POS,N/A,N/A
3357,Rainy's Veggie Burgers,"Rainy is the sweetest women you will ever meet. I'm so happy I met her! Amazing wholesome experience, she puts so much love and good energy into her restaurant 🧡🙏 …",N/A,POS,N/A,N/A
3358,Rainy's Veggie Burgers,Great little veggie burger place with the friendliest owner. She brought us samples of the other sauces to try while we ate and some peaflower water. Would definitely suggest finding your way into this little back ally if you're in the area.,N/A,POS,POS,N/A
3359,Rainy's Veggie Burgers,"I kept returning to Rainy's restaurant during my two week stay in Chiang Mai. The food is delicious and affordable, and Rainy and her family are incredibly warm and generous; dining there always lifted my spirits. As I was learning Thai, …",POS,POS,POS,POS
3360,Rainy's Veggie Burgers,"We came for a late lunch. The lady was so sweet and helpful. Honestly one of the best vegan burgers. The sauces are delicious. I wish I could have brought some home. My favourite is the Khao Soi one. The lemonade was also very good. If I’m ever in Chiang Mai again, I’ll come visit for sure! Don’t skip on this place.",POS,POS,N/A,N/A
3361,Rainy's Veggie Burgers,Fantastic veggie burgers in a nice setting! The owner is so sweet and we really had a great time. Highly recommend!,POS,POS,POS,N/A
3362,Rainy's Veggie Burgers,One of our favorite experiences in Chiang Mai has been meeting Fon (Rainy). We just keep coming back. The food and drinks are so tasty (aroi mak!). Fon shines with kind and loving energy and it is evident she enjoys what she does so much! …,POS,POS,N/A,N/A
3363,Rainy's Veggie Burgers,"Cute little place in the corner, almost hidden.
Veggies Pattie’s are made from 7 grains and all sauces are house made and local Thai flavours. Friendly and great service.",N/A,POS,POS,N/A
3364,Rainy's Veggie Burgers,"Full on lovely. I'm making my way through Rainy's menu - both the  Kaprao and Khao Soi burgers were so delicious! I don't know what magic is involved, but the flavours are perfect. Also, Phueng is the nicest human!",POS,POS,POS,N/A
3365,Rainy's Veggie Burgers,Fantastic place. Great food. Love it. It will be a regular stop while I am in Chiang Mai.,POS,N/A,POS,N/A
3366,Rainy's Veggie Burgers,"Great burgers, great views and great vibes what more could you ask for! Thanks Rainy",POS,N/A,POS,N/A
3367,Rainy's Veggie Burgers,Wonderful homemade burgers with several sauce options all cooked to perfection. Off the beaten track but close by. Would give the burgers and Rainy 6 stars.,POS,POS,N/A,N/A
3368,Rainy's Veggie Burgers,"Great vegan burger and cold brew coffee 👍
Home cafe, sabai mak, I like it, totally recommended …",POS,N/A,POS,N/A
3369,Rainy's Veggie Burgers,"As an Indian and Vegetarian, this was the best Burger Joint in Chiang Mai.
Rainy is super sweet and kind. The Burgers are homely and fulfilling",POS,POS,N/A,N/A
3370,Rainy's Veggie Burgers,Probably the best veggie burgers in town and very affordable !,POS,N/A,N/A,POS
3371,Rainy's Veggie Burgers,Excellent burgers and location and host. Great energy.  Must try for vegetarians in Chiang mai...,POS,POS,POS,N/A
3372,Rainy's Veggie Burgers,Absolutely amazing little restaurant in the backyard of the owner's home. The food is super tasty and the owner is incredibly attentive. She even brought some extra things just for me to try. …,POS,POS,POS,N/A
3373,Rainy's Veggie Burgers,"Burgers are delicious, I tried Kaprao Sauce and Khao Soi, french fries were very tasty too.  I loved very charming service of the owner. Definitely recommend this place",POS,POS,N/A,N/A
3374,Rainy's Veggie Burgers,"Such a lovely spot! The proprietor (also chef and namesake?) is so wonderfully kind and friendly, offering us one delicious dish after another. Even offered us free fruit from her mother's garden, cut and dished to serve. Love it here. Will always support.",POS,POS,POS,N/A
3375,Rainy's Veggie Burgers,Hidden gem! Tasty burgers and cheap as well! The lady who runs it is lovely as well! Vegan friendly 🌱 …,POS,POS,POS,POS
3376,Rainy's Veggie Burgers,Great food in a very nice covered outdoor area. Rainy is a very sweet lady and took very good care of us. You can't go wrong with these burgers!,POS,POS,POS,N/A
3377,Rainy's Veggie Burgers,"This pleasant courtyard has a very kind and friendly owner who cooks everything by herself and the atmosphere is very family friendly with a wonderful view of Doi Suthep. You can order delicious vegan burgers, wonderful spaghetti and a variety of healthy drinks",POS,POS,POS,N/A
3378,Rainy's Veggie Burgers,"Found this sweet gem today, the burger was so delicious I forgot to take a photo, I ordered the one with curry sauce as it was the spiciest on the menu, it’s a home made hamburger patty (7 grains)  with your choice of about 5 different sauces, and fresh iced herbal teas available.. will come back for more",POS,N/A,POS,N/A
3381,Rainy's Veggie Burgers,Food is amazing good cook and the owner is very nice and friendly . We love it,POS,POS,N/A,N/A
3382,Rainy's Veggie Burgers,delicious food and very nice staff. would recommend!,POS,POS,N/A,N/A
3383,Rainy's Veggie Burgers,อร่อยมากเลยค่ะ สปาต้มยำคือเลิศ รสชาติจัดเข้มมากค่ะ น้ำมะนาวอร่อยมากๆค่ะ ไปบ่อยแน่นอน แม่ค้าน่ารักใจดีกันเองสุดๆเลยค่ะ,POS,POS,N/A,N/A
3384,Rainy's Veggie Burgers,"Kind of in the middle of nowhere and you'll probably not find it unless recommended, but it's really a hidden gem. The owner is super sweet and the food is tasty. Try it out if you get the chance to!",POS,POS,POS,N/A
3385,Rainy's Veggie Burgers,"Very tasty vegetarian green curry burger. The owner is super nice and smiley, we got free dessert too 🙂 …",POS,POS,N/A,N/A
3386,Rainy's Veggie Burgers,"This place is a hidden gem for vegan/vegetarian 😍 the owner is such a lovely lady who just loves to share!! Even though the price is cheap, her food is delicious 💚 we’ll definitely be back for more!!! …",POS,POS,POS,POS
3387,Rainy's Veggie Burgers,"Excellent food and service. The lemonade, burgers, fries, everything was excellent.",POS,POS,N/A,N/A
3388,Rainy's Veggie Burgers,Great green curry and tomyum veggie burgers! Lovely owner. We are regulars now :),POS,POS,N/A,N/A
3389,Rainy's Veggie Burgers,Amazing and the sweetest service ever! Vegetarian or not you should try it! The seasoning is incredible.,POS,POS,N/A,N/A
3390,Rainy's Veggie Burgers,"Beautiful spot to grab a quick and affordable vegetarian meal, great service and great food!",POS,POS,POS,POS
3391,Rainy's Veggie Burgers,"Amazing food, atmosphere and staff! Highly recommend",POS,POS,POS,N/A
3392,Rainy's Veggie Burgers,All of the previous reviews are right! Delicious and healthy burgers and the nicest owner ever🙏🏼🌞 …,POS,POS,N/A,N/A
3393,Rainy's Veggie Burgers,One of my best recommendation in cnx!!,POS,N/A,N/A,N/A
3394,Rainy's Veggie Burgers,เจ้าของใจดีมากๆทำอาหารอะไรก็ดีทุกอย่าง ราคาไม่แพง ดีใจ ร้านคุณภาพดีค่ะ 🥰 …,POS,POS,POS,POS
3395,Rainy's Veggie Burgers,"No need pic because I already drank it all🤣
No word to describe I am brutally honest I love this homemade cafe they have coffee and Thai herbal beverage y’all don’t miss it! …",POS,N/A,POS,N/A
3396,Rainy's Veggie Burgers,"Amazing cheap vegan food, lady is incredibly nice and will help you as much as you need, don’t miss out and visit the little vegan gem!",POS,POS,POS,POS
3397,Rainy's Veggie Burgers,"Just had lunch here and it was absolutely amazing
Fantastic service from the lady owner
Truly brilliant flavours and beautiful presentation...
Peaceful setting away from the hustle and bustle",POS,POS,POS,N/A
3398,Rainy's Veggie Burgers,"Totally agree with all the other reviews, the food is delicious and the owner is so kind!!",POS,POS,N/A,N/A
3399,Rainy's Veggie Burgers,"อาหารอร่อยมากๆ ครับ
ต้องมาลองกันครับ",POS,N/A,N/A,N/A
3402,Rainy's Veggie Burgers,"Heartfull, Yummy, cozy place ! Thank you, Sadhu🌸🙏☀️🙏☀️🙏🌸 …",POS,POS,POS,N/A
3403,Rainy's Veggie Burgers,Lovely owner making very delicious food. ❤️,POS,POS,N/A,N/A
3404,Rainy's Veggie Burgers,Great food and very kind service 😊 …,POS,POS,N/A,N/A
3405,Rainy's Veggie Burgers,"The owner is really kind and nice, grateful.",N/A,POS,N/A,N/A
3406,Rainy's Veggie Burgers,"Great price, friendly, delicious",POS,POS,N/A,POS
3407,Rainy's Veggie Burgers,Great burgers!,POS,N/A,N/A,N/A
3408,Rainy's Veggie Burgers,yummy  friendly  ie ie 👍 …,POS,POS,N/A,N/A
3410,Rainy's Veggie Burgers,Great place!,POS,POS,POS,N/A
3411,Rainy's Veggie Burgers,Amazing burger and a wonderful lady making them. Thanks Rainy 💙 …,POS,POS,N/A,N/A
3412,Rainy's Veggie Burgers,"The owner of Rainy's is beyond kind! He's truly kind and warm. The burgers, pasta, and drinks are all delicious! Since he's vegan, I think I'll come here often because my digestion is good. This is already my second time!! If I come back to …",POS,POS,N/A,N/A
3413,Rainy's Veggie Burgers,"Upon arriving in Chiang Mai, I went straight there after getting off the plane; thankfully, it was already open. …",N/A,N/A,N/A,N/A
3414,Rainy's Veggie Burgers,"This restaurant has it all: delicious food, friendly service, and a great atmosphere!!
I stumbled upon this place after seeing it on Google Maps, and it was absolutely …",POS,POS,POS,N/A
3415,Rainy's Veggie Burgers,"It's a hideaway-like place in a quiet alley. It's a great place to spend some quiet time studying or reading a book. It feels like a local place, and you can really get a feel for the best of Chiang Mai. The owner, Peephon, is kind to …",N/A,POS,POS,N/A
3416,Rainy's Veggie Burgers,The owner is really kind and speaks English well. The burgers were delicious! The view was beautiful and healing.,POS,POS,POS,N/A
3417,Rainy's Veggie Burgers,"I ate once in the restaurant and once to-go!
It was cheap, delicious, and the owner was so friendly!!! She even spoke English well!! It was so good! ㅠㅠ If it were in Bangkok, each dish would have been …",POS,POS,N/A,POS
3418,Rainy's Veggie Burgers,"I had a wonderful dinner thanks to the delicious burger and friendly owner. 🥰 I had the Tom Yum and Tomato Sauce Burger, French Fries, and Thai Tea, and I was very satisfied with everything. I'm not sure what will happen as my departure date approaches, but I'd love to go back and try it again if possible. …",POS,POS,N/A,N/A
3419,Rainy's Veggie Burgers,"The bean patty perfectly captures the meaty texture. I ate it with tomato sauce, and it had a clean, refreshing flavor. The owner was very friendly. It was clean and had a pleasant atmosphere. It was a satisfying meal.",POS,POS,POS,N/A
3420,Rainy's Veggie Burgers,"The owner here is truly kind and gentle. The green curtain was originally rolled down, but as the sunlight continued to shift and shine on me, the owner kept moving it to cover me. For those who love fresh food, be sure to try the lemonade. It's a treat to the eyes and the taste, with purple syrup drizzled on top.🙀💗 …",POS,POS,POS,N/A
3421,Rainy's Veggie Burgers,"A small, adorable family-run vegetarian restaurant that only sells one dish – the ""Vegetarian Burger."" …",N/A,N/A,POS,N/A
3422,Rainy's Veggie Burgers,"The burgers are excellent, the fries are delicious, and the drinks are exquisite. The owner is very, very kind!! Our best meal in Chiang Mai!",POS,POS,N/A,N/A
3423,Rainy's Veggie Burgers,"Delicious vegan burgers. The owner is very sweet and welcoming. Be careful, the spicy version is really spicy!! (The owner will remind you repeatedly when you order 🤣) …",POS,POS,N/A,N/A
3424,Rainy's Veggie Burgers,Super cute little vegetarian restaurant! I absolutely love the concept: vegetarian burgers and you can choose your own homemade sauce. The owner is incredibly welcoming! Thank you so much for your time yesterday :),POS,POS,POS,N/A
3425,Rainy's Veggie Burgers,"One of the best veggie burgers I've ever eaten. The owner is incredibly kind and an excellent cook!! The prices are ridiculously low, so don't hesitate to leave tips (which are also used to help animals and other humane causes). …",POS,POS,N/A,POS
3426,Rainy's Veggie Burgers,"From 10:30 to 19:00, there are burgers and drinks at a cheap price. It is located in the yard.",N/A,N/A,N/A,POS
3427,Rainy's Veggie Burgers,"Super cute little shop, fair prices for delicious burgers, highly recommended!",POS,N/A,POS,POS
3428,Rainy's Veggie Burgers,"A very kind hostess.
Everything is homemade.
The drinks are excellent.
We'll be back!",POS,POS,N/A,N/A
3429,Rainy's Veggie Burgers,"A fantastic restaurant with a super-friendly owner. The vegetarian burgers are truly delicious and, at 50-60 baht, very reasonably priced. They also serve fries and delicious drinks.",POS,POS,POS,POS
3430,Rainy's Veggie Burgers,"The owner is super friendly, and the burger with Khao Soi sauce is a must-try! The best burger and the best Thai tea I've tried in Thailand 😊 …",POS,POS,N/A,N/A
3431,Rainy's Veggie Burgers,"Incredibly cheap and delicious burgers, we immediately picked up two more to take away. The owner is so attentive and sweet that we'd come back anytime. At the end, she even gave me a flower.",POS,POS,N/A,POS
3432,Rainy's Veggie Burgers,"A very pleasant and informal place, in the courtyard of a well-kept house. The burger is good and the owner is really friendly and kind. Low prices and high quality, worth a try.",POS,POS,POS,POS
3433,Rainy's Veggie Burgers,"The burgers were delicious! 🤤 The owner packed them very carefully, including the sauce and vegetables separately, which is very convenient. Thank you so much ❤️❤️ …",POS,POS,N/A,N/A
3434,Rainy's Veggie Burgers,"Delicious vegetarian burger and cold brew coffee.

They make you feel like royalty with their friendly service. The place is very …",POS,POS,N/A,N/A
3435,Rainy's Veggie Burgers,"In a quiet neighborhood, a very pleasant and clean place. The burger is interesting and delicious. The owner of the place is a charming woman who will welcome you with a big smile. Come support a local business",POS,POS,POS,N/A
3436,Rainy's Veggie Burgers,Delicious! Nice and quiet location - very friendly service :),POS,POS,POS,N/A
3437,Rainy's Veggie Burgers,"Wonderful place, delicious food, lovely hostess!
Everything you need for happiness, all in one place.",POS,POS,POS,N/A
3438,Rainy's Veggie Burgers,Excellent vegetarian burger! Very tasty and great price,POS,N/A,N/A,POS
3439,Rainy's Veggie Burgers,I like everything. I want to visit often.,POS,POS,POS,N/A
3440,Rainy's Veggie Burgers,Tastes great,POS,N/A,N/A,N/A
3442,Rainy's Veggie Burgers,"It's a tiny, terrace-style restaurant in a garage run by a kind-hearted owner. I heard the burger buns contain egg, so I just ordered the patty. The khao soi sauce was spicy and delicious. The fries, fried with herbs, were absolutely delicious. The drinks were also excellent, so I recommend ordering one as well.",POS,POS,N/A,N/A
3443,อังเคิลคานิ,"The ambiance is great, the cats are super well-behaved, and all the staff members adore them. The food here is delicious too—especially the beef, which is perfectly tender, and it only costs 190 baht, such a great deal! The grilled salmon is a bit overcooked, but the rice is fragrant and tasty. I’ll definitely come back just for the beef.",NEU,N/A,POS,POS
3444,อังเคิลคานิ,"⭐⭐⭐⭐⭐

Uncle Kani is a lovely, quiet spot in Chiang Mai. One of the highlights is their three super cute cats which make the place feel extra cozy and welcoming.

The food is great — we really enjoyed the beef fried rice, steak, and salad. Everything was tasty and affordable. We actually went there twice during our stay,and the second visit was even better. The rice came out hotter and the overall flavor was improved.✔️

If you’re looking for a calm place with good food and a relaxedmosphere (plus adorable cats), Uncle Kani is definitely worth a visit",POS,N/A,POS,POS
3445,อังเคิลคานิ,"ร้านเล็กๆที่บรรยากาศอบอุ่น
อาหารอร่อย สเต็กย่างมาดี กินคู่กับข้าวผัดมันเนื้อ+ไข่ดอง ลงตัวสุดๆ

ปล.ร้านมีแมวนะ",POS,N/A,POS,N/A
3446,อังเคิลคานิ,"lovely place & lovely comfort food! i went here for dinner with my husband & ordered the beef fat fried rice, hashbrown, aus ribeye, peach tea, ginger ale, and the caramel custard thing (shaped heart, so cute). all are tastes nice!

bonus: they had 2 lovely cats hehe. as a cat lover, this is like +10000000 aura! must visit when you are in chiang mai.",POS,N/A,POS,N/A
3447,อังเคิลคานิ,"Tranquil atmosphere, with nice music not a large menu (which is a good sign), the food was delicious and the steak meat was grilled medium rare in my dish, I also had the egg on top. It had a great chilled ambience too. At the end when going to pay they have free cat stickers 😂, unique little spot and a bit of a gem in Chiang Mai. Highly recommend. I think we will be coming back ! I want to check out their coffee!",POS,N/A,POS,N/A
3448,อังเคิลคานิ,"A small restaurant that serves delicious food. Very specialised menu. Location is a bit tucked away in a local neighbourhood.

The food is great and cooked perfectly. Portion was a bit small so I would recommend to upgrade the beef and tallow fried rice.

Tables are limited, and they frequenly sell out their menu. So arrive early. Also it is a place to enjoy your meal but not to linger since other people will be waiting for your seat.",NEU,NEU,NEG,N/A
3449,อังเคิลคานิ,"Been saved on my Google Maps for some time and finally went. Had the steak with beef fat fried rice with pickled egg and soy sauce and it was all cooked to perfection with perfect flavour. Cute little place, gave me small speakeasy vibes, with great soul/reggae style tunes playing. How they can do Australian steak cheaper than you can get in Australia, I’ll never know, but grateful to be able to get delicious food at a great price. Will be back!",POS,N/A,POS,POS
3450,อังเคิลคานิ,ร้านเล็ก ๆ น่ารัก มาลองชิมข้าวหน้าเนื้อ เมนู recommend ไม่ผิดหวัง แซวม่อนย่างดี ข้าวมีความหอมกระเทียม แฮชบราวน์ มีให้เลือกทอด 2 แบย คือ deep fry กับ หม้อลม วันนี้เลือกแบบ deep fry หรอบกำลังกี ไม่อมน้ำมัน ฏดยรวมแล้ว รสชาติอาหาร กับ ราคา เหมะสม อยากให้มาลองกัน,POS,N/A,POS,POS
3451,อังเคิลคานิ,"Ordered the beef fat fried rice + steak, egg yolk and hash brown. Steak is good, rice is slightly mushy for me and hash brown has a slightly thick batter— nothing special. The soy sauce egg yolk with garlic went well with the beef steak rice!

Went at 6.30pm and it was full so we sat at the bar table. Atmosphere was really cosy with jazz music. A lot of decor around! Overall a nice vibe :)",NEU,N/A,POS,N/A
3452,อังเคิลคานิ,"This is a tiny restaurant, so make sure you make reservations, eat your meal, and move it along when you're done, so other people have the joy of eating here.

First of all, they have TWO cats in shirts who manage the dining room - which is AMAZING.

Everything is clean and tidy. The servers are prompt. The food was fresh and flavorful. We ordered a variety of things to try, and every single item was delicious.

I'm so glad we had dinner here.",POS,POS,NEU,N/A
3453,อังเคิลคานิ,อยู่เชียงใหม่ค่ะแต่พึ่งมาเจอร้านนี้ ร้านสวยนะคะ ชิลๆอบอุ่นดี เพลงชิลๆ อาหารอร่อยคุณภาพดีมาก ร้านมีน้องแมวตุ้ยนุ้ยอยู่แต่น้องไม่มากวนนะคะ ไล่อ่านรีวิวของร้านมาจนถึงตอนนี้ร้านปรับได้ดีเลยค่ะ สำหรับเราที่มาครั้งแรกคือไม่ติดอะไรเลยกับร้าน เพราะอาหารรอไม่นานเกินไป 15 นาที รสชาติดี ถือว่าโอเค **ร้านจะจอดรถลำบากนิดนึงเพราะซอยเล็ก แต่มีที่จอดใกล้ๆร้าน,POS,POS,POS,N/A
3454,อังเคิลคานิ,"Wow! The steak with beef fat rice is unreal! 🔥 I would rate this as one of the best dishes / meals I’ve ever eaten anywhere seriously (and I’m from London so have a lot of good food available). The steak was cooked to perfection and the rice is so tasty. The price is great and owners were very friendly. Really smart vibe inside and nice trendy, young local crowd. I’ll be coming back here several more times before I leave Chiang Mai without a doubt ❤️ RECOMMEND",POS,POS,POS,POS
3455,อังเคิลคานิ,จัดเป็นอีกหนึ่งร้านเนื้อโปรดที่มาเชียงใหม่แล้วต้องมากิน ข้าวหน้าเนื้อกระเทียม กับ สเต็กเนื้อริปอายคือ the best อร่อยแบบที่ควรไปซ้ำ แนะนำให้จองก่อน เพราะโต๊ะไม่เยอะ แต่รับรองไม่ผิดหวัง,POS,N/A,N/A,N/A
3456,อังเคิลคานิ,"ตามจากรีวิว ข้าวผัดมันเนื้ออร่อยจริง ถึงจะราคาแรงแต่อร่อยก็ไม่เสียดาย เนื้อทำได้ดีไม่เหนียว กินคู่กับไข่ดองอร่อย ตัวข้าวมีรสชาติอยู่แล้วใครไม่ชอบเค็มอย่าเผลอราดน้ำดองไข่ลงไป
การสั่งเป็นระบบสแกนสั่ง ร้านบรรยากาศร้านดี ไปกินตอนบ่ายสามไม่มีคนเลย ชิวๆ ให้10/10
ที่จอดอาจจะยากหน่อยซอยแคบ นี่นอน รร ใกล้ๆ เลยเดินมา",POS,N/A,POS,POS
3457,อังเคิลคานิ,"This was a 10/10 dining experience and I’m so glad we came! Food was absolutely delicious and the whole atmosphere and vibe were amazing. Great music and cute kitty on top! Need to reserve at least one day in advance, keep that in mind.",POS,N/A,POS,N/A
