Restaurant_Name,Topic,Rating_Overall,Detail,Date_Written
Accha Authentic Indian Cuisine.,No Title,,"One can choose whether to stay on the inside or outside terrace of the restaurant nicely decorated in a typical Indian style. We ordered onion bhaji to share and two curries as a main dish with one naan bread and one rice and we were well satisfied. We were given complimentary peanuts and dips too. The price is right for the quality of the food and the service. We only ordered one bottle of water, and spent about 350 Baht per person.","March 30, 2018"
Accha Authentic Indian Cuisine.,No Title,,"It's exactly in the correct location on my Google map. You see it, all painted in varying primary colours, a delight for the visual senses. Everything is decorative and beautiful, the thick staff friendly. All the dinnerware, chairs were similar, great! Drinks were served at good cold temperature. But what about the food? The food did not quite match the standards of the decoration and the beautiful plates and cups. The meat was tender, but everything seemed to be reheated, nothing had great flavours, it was produced in a rather cheap way, but presented perfectly. Even the curry tasted a little strange. The attractive utensils, plates were confusing i never quite understood which were serving plates and what I can eat from. There didn't seem to be enough plates to actually eat from, all was in the presentation. The pickles, Chutneys, sauces were very good. Portion sizes enough to fill you up. The menu prices don't include VAT, which is always annoying to me. We still haven't found a good restaurant after 5 days in Chiang Mai, despite its reputation! Read less","March 25, 2018"
Accha Authentic Indian Cuisine.,No Title,,"You have a choice of sitting outside on a veranda, in a courtyard or inside. Staff are busy and attentive. You get a bell to summon them which is weird. The food was bought promptly and was very tasty. It was nicely spicy but not overly so. The roti was too fluffed up for my liking. But that’s not really a deal breaker. Oddly, the same song played the entire time we were there.","February 18, 2018"
Accha Authentic Indian Cuisine.,No Title,,"The environment is happy and colorful. The food is average as compared to all the Indian food I have had in the past twenty years in India (our production was in India and I had to travel to India 3 times a year for the past 20 years). I love Indian food. I was kind of disappointed with the Papad (a kind of crackers with pepper) because the restaurant presented only 3 pieces in a hipster way as shown in my picture, this is not traditional but modern. It cost us Baht 30 but in all the Indian restaurants I dined in came free as a snack. One more info for the dinners, be prepared with cash if you are not willing to pay the 3% surcharge on a credit card. Read less","February 8, 2018"
Accha Authentic Indian Cuisine.,No Title,,"New location, great atmosphere, had butter chicken and more, naans were the best, service was ok, could be better, would recommend","February 4, 2018"
Accha Authentic Indian Cuisine.,No Title,,"We haven’t been here in a while. The location is changed and not reflected on TripAdvisor maps/directions. Now located on Soi 5. Have been to this location but they hadn’t finished the courtyard and it is awesome! Good service, only reason for 4 star was my chicken was tough in a few pieces which was a first. It’s usually perfectly tender. Hubby’s lamb vindaloo was up to standard. I’m sure it was just a glitch, at least I hope so. Such a gorgeous weather day, perfect for dining al fresco.","February 3, 2018"
Accha Authentic Indian Cuisine.,No Title,,I love the food and the atmosphere here. The staff are friendly and always there to help. The menu range is good with great choices and delicious Indian flavors. I would say try it!!,"January 20, 2018"
Accha Authentic Indian Cuisine.,No Title,,Beautiful space and good solid Indian dishes. Friendly service and great atmosphere. We will be sure to return!,"January 13, 2018"
Accha Authentic Indian Cuisine.,No Title,,"Nice, colourfully decorated eatery with parking! The food we ordered was good, the waitresses could be a bit less dozy & attentive otherwise it was good enough.","January 3, 2018"
Accha Authentic Indian Cuisine.,No Title,,Excellent food. Service was lacking but hard to find good service In Thailand so over all I recommend it. Garlic naan tasty. And can never go wrong with butter chicken,"December 22, 2017"
Accha Authentic Indian Cuisine.,No Title,,"Only God knows how much I love North Indian cuisine and tonight we were lucky to stumble upon this gem of an Indian restaurant! Plenty of veg dishes and all of them are perfectly cooked and spiced. I had a paneer tikka masala, rice, and a cheese naan. All the food was served fast and friendly. And they were playing Indian music to accentuate the already great ambiance. We left full, happy, and a bit nostalgic:)) and didn’t pay too much for this joy of an evening. Keep up the good work guys!","December 16, 2017"
Accha Authentic Indian Cuisine.,No Title,,"We ordered veg food and few dishes without onion ND garlic too. Amazing ,delicious food ..ND top of it lovely hospitality by the owner ND the whole staff....food was delicious ,perfect taste ND spiced,like we have in india... Masala tea was superb...definitely recommend for the people searching Indian veg food..... Thank you joy for the gulag jammuns.","December 14, 2017"
Accha Authentic Indian Cuisine.,No Title,,"What your curry hit then this is a very good Indian with friendly staff and good tasting food. First found them when they were operating out of a small kitchen and serving food on the pavement of a courtyard but they have since moved into a ""proper"" restaurant and I have visited several times; never been disappointed. I would say this is a more anglicised version of the Indian curries I have enjoyed in the likes of Malaysia but the taste is good and the portions are more than adequate - I have never left feeling empty!! Parking in the Nimman area is always a pain but a visit to Accha is worth it. Read less","December 13, 2017"
Accha Authentic Indian Cuisine.,No Title,,"I love a good Indian curry and having lived in India, Malaysia and the British Midlands I have had more than a few. I was hoping to enjoy the food at Accha .. but it was only average. We had the veggie combo set plus starters and a main curry. Most of the dishes lacked any depth of flavour apart from an aftertaste of sterilising fluid, which I guess means the hygiene is good, but doesn't make for a satisfying meal. The dhal was really tasteless and the veggie curry too salty. The positives were the quick service and the Nan bread which was good. Maybe we were unlucky that night, but I just can't see how anyone would rave about it. Read less","December 13, 2017"
Accha Authentic Indian Cuisine.,No Title,,"The young hostess standing out front can be quite rude and short with her words, poor attitude (she goes out of her way and intends to be unfriendly)... this can ruin good food and good environment. (the food is nice, the general manager is nice,)... I am (was) an every day customer, and there is just no excuse for words that talk down a customer with a lot of attitude..... i complained but was not heard or taken seriously, ... so ill leave a review that the restaurant does not understand depth of customer service beyond the surface and does not understand the value or repeat customer.. there is no acknowledgment of the customer if there is an issue. Read less","December 12, 2017"
Accha Authentic Indian Cuisine.,No Title,,"Cant understand why this isn't rated more highly on TripAdvisor? The food was fabulous, lovely staff and great setting.","December 7, 2017"
Accha Authentic Indian Cuisine.,No Title,,"It's an above-generic Indian restaurant, a rather close shot to perfect Northern Indian cuisine, it is also very reasonably priced, therefore perfectly ok for a dinner out not too far from the hotel.","November 14, 2017"
Accha Authentic Indian Cuisine.,No Title,,"I’m from Vancouver, Canada, and I generally wont eat Indian as I travel because it so often disappoints. But oh! SO GOOD. Some of the best Indian I’ve ever had, and considering I used to live 2km from Vancouver’s Punjab Market district, that’s saying a lot. The portions are generous — 160 baht each for Korma and Butter Chicken. Huge man for 50 baht, the pilu rice can serve two, especially if you share a naan. The samosa pastry is so thin and crispy. Fantastic! They give you a little bell to ring for service too. :) Read less","November 4, 2017"
Accha Authentic Indian Cuisine.,No Title,,"We love this place so much! The onion bahji are. to. die. for!!! Don't miss out on that. I'd eat 3 plates of that only if it was a reasonable decision. Instead, we get a bunch of plates and always leave full, happy and feeling great. Service is great as well.","October 11, 2017"
